human_csv,cache_subfolder,model_csv_relpath,model_csv_path,metric,method,predictor_column,n_bootstrap,n_rows_aligned,n_human_correlation_smaller,pct_human_correlation_smaller
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143413google_gemma-4-31B-it,20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,CSS_result/Cache/20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,pearson_r_center_dist,pearson,center_distance_pixels,10000,1306,7904,79.04
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143413google_gemma-4-31B-it,20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,CSS_result/Cache/20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,spearman_rho_center_dist,spearman,center_distance_pixels,10000,1306,8828,88.28
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143413google_gemma-4-31B-it,20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,CSS_result/Cache/20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,pearson_r_person,pearson,person_bin,10000,1306,10000,100.0
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143413google_gemma-4-31B-it,20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,CSS_result/Cache/20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,spearman_rho_person,spearman,person_bin,10000,1306,10000,100.0
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143413google_gemma-4-31B-it,20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,CSS_result/Cache/20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,pearson_r_gbvs,pearson,max_gbvs,10000,1306,5820,58.2
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143413google_gemma-4-31B-it,20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,CSS_result/Cache/20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,spearman_rho_gbvs,spearman,max_gbvs,10000,1306,6057,60.57
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143413google_gemma-4-31B-it,20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,CSS_result/Cache/20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,pearson_r_gbvs_mean,pearson,mean_gbvs,10000,1306,5612,56.12
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143413google_gemma-4-31B-it,20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,CSS_result/Cache/20260428_143413google_gemma-4-31B-it/scored_descriptions_20260428_143413.csv,spearman_rho_gbvs_mean,spearman,mean_gbvs,10000,1306,5144,51.44
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143652google_gemma-4-E2B-it,20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,CSS_result/Cache/20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,pearson_r_area,pearson,mask_area_pixels,10000,1306,2499,24.99
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143652google_gemma-4-E2B-it,20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,CSS_result/Cache/20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,spearman_rho_area,spearman,mask_area_pixels,10000,1306,3843,38.43
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143652google_gemma-4-E2B-it,20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,CSS_result/Cache/20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,pearson_r_center_dist,pearson,center_distance_pixels,10000,1306,9480,94.8
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143652google_gemma-4-E2B-it,20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,CSS_result/Cache/20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,spearman_rho_center_dist,spearman,center_distance_pixels,10000,1306,9620,96.2
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143652google_gemma-4-E2B-it,20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,CSS_result/Cache/20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,pearson_r_person,pearson,person_bin,10000,1306,9999,99.99
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143652google_gemma-4-E2B-it,20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,CSS_result/Cache/20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,spearman_rho_person,spearman,person_bin,10000,1306,9993,99.93
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143652google_gemma-4-E2B-it,20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,CSS_result/Cache/20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,pearson_r_gbvs,pearson,max_gbvs,10000,1306,4779,47.79
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143652google_gemma-4-E2B-it,20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,CSS_result/Cache/20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,spearman_rho_gbvs,spearman,max_gbvs,10000,1306,4635,46.35
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143652google_gemma-4-E2B-it,20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,CSS_result/Cache/20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,pearson_r_gbvs_mean,pearson,mean_gbvs,10000,1306,5488,54.88
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143652google_gemma-4-E2B-it,20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,CSS_result/Cache/20260428_143652google_gemma-4-E2B-it/scored_descriptions_20260428_143652.csv,spearman_rho_gbvs_mean,spearman,mean_gbvs,10000,1306,4997,49.97
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143848google_gemma-4-E4B-it,20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,CSS_result/Cache/20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,pearson_r_area,pearson,mask_area_pixels,10000,1306,368,3.68
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143848google_gemma-4-E4B-it,20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,CSS_result/Cache/20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,spearman_rho_area,spearman,mask_area_pixels,10000,1306,1759,17.59
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143848google_gemma-4-E4B-it,20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,CSS_result/Cache/20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,pearson_r_center_dist,pearson,center_distance_pixels,10000,1306,5993,59.93
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143848google_gemma-4-E4B-it,20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,CSS_result/Cache/20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,spearman_rho_center_dist,spearman,center_distance_pixels,10000,1306,5509,55.09
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143848google_gemma-4-E4B-it,20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,CSS_result/Cache/20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,pearson_r_person,pearson,person_bin,10000,1306,10000,100.0
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143848google_gemma-4-E4B-it,20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,CSS_result/Cache/20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,spearman_rho_person,spearman,person_bin,10000,1306,9997,99.97
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143848google_gemma-4-E4B-it,20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,CSS_result/Cache/20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,pearson_r_gbvs,pearson,max_gbvs,10000,1306,4898,48.98
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143848google_gemma-4-E4B-it,20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,CSS_result/Cache/20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,spearman_rho_gbvs,spearman,max_gbvs,10000,1306,5603,56.03
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143848google_gemma-4-E4B-it,20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,CSS_result/Cache/20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,pearson_r_gbvs_mean,pearson,mean_gbvs,10000,1306,6595,65.95
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_143848google_gemma-4-E4B-it,20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,CSS_result/Cache/20260428_143848google_gemma-4-E4B-it/scored_descriptions_20260428_143848.csv,spearman_rho_gbvs_mean,spearman,mean_gbvs,10000,1306,4448,44.48
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144035gpt-5.4-mini,20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,CSS_result/Cache/20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,pearson_r_area,pearson,mask_area_pixels,10000,1306,20,0.2
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144035gpt-5.4-mini,20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,CSS_result/Cache/20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,spearman_rho_area,spearman,mask_area_pixels,10000,1306,3,0.03
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144035gpt-5.4-mini,20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,CSS_result/Cache/20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,pearson_r_center_dist,pearson,center_distance_pixels,10000,1306,9907,99.07
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144035gpt-5.4-mini,20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,CSS_result/Cache/20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,spearman_rho_center_dist,spearman,center_distance_pixels,10000,1306,9923,99.23
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144035gpt-5.4-mini,20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,CSS_result/Cache/20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,pearson_r_person,pearson,person_bin,10000,1306,9940,99.4
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144035gpt-5.4-mini,20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,CSS_result/Cache/20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,spearman_rho_person,spearman,person_bin,10000,1306,9450,94.5
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144035gpt-5.4-mini,20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,CSS_result/Cache/20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,pearson_r_gbvs,pearson,max_gbvs,10000,1306,142,1.42
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144035gpt-5.4-mini,20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,CSS_result/Cache/20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,spearman_rho_gbvs,spearman,max_gbvs,10000,1306,75,0.75
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144035gpt-5.4-mini,20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,CSS_result/Cache/20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,pearson_r_gbvs_mean,pearson,mean_gbvs,10000,1306,3480,34.8
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144035gpt-5.4-mini,20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,CSS_result/Cache/20260428_144035gpt-5.4-mini/scored_descriptions_20260428_144035.csv,spearman_rho_gbvs_mean,spearman,mean_gbvs,10000,1306,2006,20.06
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144245gpt-5.4-nano,20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,CSS_result/Cache/20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,pearson_r_area,pearson,mask_area_pixels,10000,1306,271,2.71
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144245gpt-5.4-nano,20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,CSS_result/Cache/20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,spearman_rho_area,spearman,mask_area_pixels,10000,1306,621,6.21
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144245gpt-5.4-nano,20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,CSS_result/Cache/20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,pearson_r_center_dist,pearson,center_distance_pixels,10000,1306,9509,95.09
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144245gpt-5.4-nano,20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,CSS_result/Cache/20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,spearman_rho_center_dist,spearman,center_distance_pixels,10000,1306,9502,95.02
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144245gpt-5.4-nano,20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,CSS_result/Cache/20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,pearson_r_person,pearson,person_bin,10000,1306,10000,100.0
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144245gpt-5.4-nano,20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,CSS_result/Cache/20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,spearman_rho_person,spearman,person_bin,10000,1306,10000,100.0
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144245gpt-5.4-nano,20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,CSS_result/Cache/20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,pearson_r_gbvs,pearson,max_gbvs,10000,1306,6070,60.7
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144245gpt-5.4-nano,20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,CSS_result/Cache/20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,spearman_rho_gbvs,spearman,max_gbvs,10000,1306,5999,59.99
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144245gpt-5.4-nano,20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,CSS_result/Cache/20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,pearson_r_gbvs_mean,pearson,mean_gbvs,10000,1306,5573,55.73
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144245gpt-5.4-nano,20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,CSS_result/Cache/20260428_144245gpt-5.4-nano/scored_descriptions_20260428_144245.csv,spearman_rho_gbvs_mean,spearman,mean_gbvs,10000,1306,4130,41.3
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144419gpt-5.4,20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,CSS_result/Cache/20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,pearson_r_area,pearson,mask_area_pixels,10000,1306,4,0.04
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144419gpt-5.4,20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,CSS_result/Cache/20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,spearman_rho_area,spearman,mask_area_pixels,10000,1306,0,0.0
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144419gpt-5.4,20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,CSS_result/Cache/20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,pearson_r_center_dist,pearson,center_distance_pixels,10000,1306,9931,99.31
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144419gpt-5.4,20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,CSS_result/Cache/20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,spearman_rho_center_dist,spearman,center_distance_pixels,10000,1306,9956,99.56
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144419gpt-5.4,20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,CSS_result/Cache/20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,pearson_r_person,pearson,person_bin,10000,1306,8896,88.96
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144419gpt-5.4,20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,CSS_result/Cache/20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,spearman_rho_person,spearman,person_bin,10000,1306,6397,63.97
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144419gpt-5.4,20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,CSS_result/Cache/20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,pearson_r_gbvs,pearson,max_gbvs,10000,1306,10,0.1
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144419gpt-5.4,20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,CSS_result/Cache/20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,spearman_rho_gbvs,spearman,max_gbvs,10000,1306,3,0.03
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144419gpt-5.4,20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,CSS_result/Cache/20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,pearson_r_gbvs_mean,pearson,mean_gbvs,10000,1306,292,2.92
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260428_144419gpt-5.4,20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,CSS_result/Cache/20260428_144419gpt-5.4/scored_descriptions_20260428_144419.csv,spearman_rho_gbvs_mean,spearman,mean_gbvs,10000,1306,59,0.59
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260429_142353OpenGVLab_InternVL3-2B,20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,CSS_result/Cache/20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,pearson_r_area,pearson,mask_area_pixels,10000,1306,1117,11.17
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260429_142353OpenGVLab_InternVL3-2B,20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,CSS_result/Cache/20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,spearman_rho_area,spearman,mask_area_pixels,10000,1306,1068,10.68
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260429_142353OpenGVLab_InternVL3-2B,20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,CSS_result/Cache/20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,pearson_r_center_dist,pearson,center_distance_pixels,10000,1306,2142,21.42
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260429_142353OpenGVLab_InternVL3-2B,20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,CSS_result/Cache/20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,spearman_rho_center_dist,spearman,center_distance_pixels,10000,1306,3487,34.87
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260429_142353OpenGVLab_InternVL3-2B,20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,CSS_result/Cache/20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,pearson_r_person,pearson,person_bin,10000,1306,10000,100.0
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260429_142353OpenGVLab_InternVL3-2B,20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,CSS_result/Cache/20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,spearman_rho_person,spearman,person_bin,10000,1306,10000,100.0
CSS_result/Cache/human_filtered_10/scene_description_human_filtered_all_10_mean_distance_mean_of_10.csv,20260429_142353OpenGVLab_InternVL3-2B,20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,CSS_result/Cache/20260429_142353OpenGVLab_InternVL3-2B/scored_descriptions_20260429_142353.csv,pearson_r_gbvs,pearson,max_gbvs,10000,1306,7639,76.39
